date,home_team,away_team,home_score,away_score,period,detail,home_outcome,away_outcome
2022-11-11,Merrimack Warriors,Maine Black Bears,1,0,3,Final,RW,RL
2022-11-11,Anna Maria College Anna Maria College,Stonehill Stonehill,2,5,3,Final,RL,RW
2022-11-12,Canisius Golden Griffins,American International Yellow Jackets,5,2,3,Final,RW,RL
2022-11-12,Rochester Tigers,Sacred Heart Pioneers,3,1,3,Final,RW,RL
2022-11-12,Brown Bears,Quinnipiac Bobcats,3,4,3,Final,RL,RW
2022-11-12,Union Dutchmen,Dartmouth Big Green,4,1,3,Final,RW,RL
2022-11-12,Clarkson Golden Knights,Colgate Raiders,4,0,3,Final,RW,RL
2022-11-12,Rensselaer Engineers,Harvard Crimson,2,3,4,Final/OT,OL,OW
2022-11-12,St. Lawrence Saints,Cornell Big Red,1,5,3,Final,RL,RW
2022-11-12,Yale Bulldogs,Princeton Tigers,0,3,3,Final,RL,RW
2022-11-12,Michigan State Spartans,Ohio State Buckeyes,4,3,3,Final,RW,RL
2022-11-12,Northeastern Huskies,Boston College Eagles,4,4,4,Final/OT,T,T
2022-11-12,Massachusetts Minutemen,Boston University Terriers,2,7,3,Final,RL,RW
2022-11-12,Providence Friars,UConn Huskies,1,1,4,Final/OT,T,T
2022-11-12,Vermont Catamounts,New Hampshire Wildcats,2,1,4,Final/OT,OW,OL
2022-11-12,Miami (OH) RedHawks,Colorado College Tigers,1,1,4,Final/OT,T,T
2022-11-12,Northern Michigan Wildcats,Bemidji State Beavers,2,0,3,Final,RW,RL
2022-11-12,Michigan Tech Huskies,Lake Superior State Lakers,2,2,4,Final/OT,T,T
2022-11-12,Bowling Green Falcons,St. Thomas - Minnesota Tommies,3,2,3,Final,RW,RL
2022-11-12,Notre Dame Fighting Irish,Michigan Wolverines,1,5,3,Final,RL,RW
2022-11-12,Minnesota Duluth Bulldogs,Omaha Mavericks,2,3,3,Final,RL,RW
2022-11-12,Minnesota Golden Gophers,Penn State Nittany Lions,3,1,3,Final,RW,RL
2022-11-12,Wisconsin Badgers,Long Island University Long Island University,3,2,3,Final,RW,RL
2022-11-12,North Dakota Fighting Hawks,Denver Pioneers,2,3,3,Final,RL,RW
2022-11-12,St. Cloud State Huskies,Western Michigan Bulldogs,2,4,3,Final,RL,RW
2022-11-12,Arizona State Sun Devils,Alaska Anchorage Seawolves,5,2,3,Final,RW,RL
2022-11-12,Air Force Falcons,Bentley Falcons,1,5,3,Final,RL,RW
2022-11-12,Canisius Golden Griffins,American International Yellow Jackets,3,2,3,Final,RW,RL
2022-11-12,UConn Huskies,Providence Friars,6,6,4,Final/OT,T,T
2022-11-12,Rochester Tigers,Sacred Heart Pioneers,3,1,3,Final,RW,RL
2022-11-12,Miami (OH) RedHawks,Colorado College Tigers,1,2,3,Final,RL,RW
2022-11-12,Notre Dame Fighting Irish,Michigan Wolverines,3,2,4,Final/OT,OW,OL
2022-11-12,Northern Michigan Wildcats,Bemidji State Beavers,1,4,3,Final,RL,RW
2022-11-12,Michigan Tech Huskies,Lake Superior State Lakers,2,0,3,Final,RW,RL
2022-11-13,Brown Bears,Princeton Tigers,0,1,3,Final,RL,RW
2022-11-13,St. Lawrence Saints,Colgate Raiders,1,4,3,Final,RL,RW
2022-11-13,Rensselaer Engineers,Dartmouth Big Green,2,1,3,Final,RW,RL
2022-11-13,Clarkson Golden Knights,Cornell Big Red,4,1,3,Final,RW,RL
2022-11-13,Yale Bulldogs,Quinnipiac Bobcats,0,4,3,Final,RL,RW
2022-11-13,Union Dutchmen,Harvard Crimson,1,5,3,Final,RL,RW
2022-11-13,St. Cloud State Huskies,Western Michigan Bulldogs,4,1,3,Final,RW,RL
2022-11-13,Minnesota Duluth Bulldogs,Omaha Mavericks,3,2,4,Final/OT,OW,OL
2022-11-13,Boston College Eagles,Northeastern Huskies,3,2,3,Final,RW,RL
2022-11-13,Boston University Terriers,Massachusetts Minutemen,5,1,3,Final,RW,RL
2022-11-13,Merrimack Warriors,Maine Black Bears,5,3,3,Final,RW,RL
2022-11-13,Vermont Catamounts,New Hampshire Wildcats,2,1,3,Final,RW,RL
2022-11-13,Arizona State Sun Devils,Alaska Anchorage Seawolves,3,0,3,Final,RW,RL
2022-11-13,Bowling Green Falcons,St. Thomas - Minnesota Tommies,3,2,3,Final,RW,RL
2022-11-13,North Dakota Fighting Hawks,Denver Pioneers,3,6,3,Final,RL,RW
2022-11-13,Wisconsin Badgers,Long Island University Long Island University,4,3,4,Final/OT,OW,OL
2022-11-13,Air Force Falcons,Bentley Falcons,2,0,3,Final,RW,RL
2022-11-16,American International Yellow Jackets,Holy Cross Crusaders,4,1,3,Final,RW,RL
2022-11-16,New Hampshire Wildcats,Harvard Crimson,1,3,3,Final,RL,RW
2022-11-16,Boston College Eagles,UMass Lowell  River Hawks,3,2,3,Final,RW,RL
2022-11-17,Michigan Wolverines,Minnesota Golden Gophers,2,5,3,Final,RL,RW
2022-11-18,Sacred Heart Pioneers,Merrimack Warriors,0,3,3,Final,RL,RW
2022-11-18,Holy Cross Crusaders,Mercyhurst Lakers,1,3,3,Final,RL,RW
2022-11-18,Michigan Wolverines,Minnesota Golden Gophers,3,6,3,Final,RL,RW
2022-11-19,Army Black Knights,Bentley Falcons,2,0,3,Final,RW,RL
2022-11-19,Princeton Tigers,Quinnipiac Bobcats,1,4,3,Final,RL,RW
2022-11-19,Clarkson Golden Knights,Arizona State Sun Devils,2,1,3,Final,RW,RL
2022-11-19,Colgate Raiders,Brown Bears,3,2,4,Final/OT,OW,OL
2022-11-19,Rensselaer Engineers,Alaska Bulldogs,1,3,3,Final,RL,RW
2022-11-19,Cornell Big Red,Yale Bulldogs,5,2,3,Final,RW,RL
2022-11-19,Western Michigan Bulldogs,Minnesota Duluth Bulldogs,4,5,3,Final,RL,RW
2022-11-19,Penn State Nittany Lions,Michigan State Spartans,4,3,3,Final,RW,RL
2022-11-19,Ohio State Buckeyes,Notre Dame Fighting Irish,5,2,3,Final,RW,RL
2022-11-19,Boston University Terriers,Northeastern Huskies,0,2,3,Final,RL,RW
2022-11-19,New Hampshire Wildcats,Massachusetts Minutemen,2,4,3,Final,RL,RW
2022-11-19,Providence Friars,Vermont Catamounts,4,0,3,Final,RW,RL
2022-11-19,Ferris State Bulldogs,Bowling Green Falcons,0,6,3,Final,RL,RW
2022-11-19,Minnesota State Mavericks,Northern Michigan Wildcats,2,3,4,Final/OT,OL,OW
2022-11-19,UMass Lowell  River Hawks,UConn Huskies,3,2,4,Final/OT,OW,OL
2022-11-19,Wisconsin Badgers,Lindenwood Lions,4,3,3,Final,RW,RL
2022-11-19,St. Thomas - Minnesota Tommies,Michigan Tech Huskies,2,6,3,Final,RL,RW
2022-11-19,North Dakota Fighting Hawks,Miami (OH) RedHawks,7,1,3,Final,RW,RL
2022-11-19,Colorado College Tigers,St. Cloud State Huskies,1,3,3,Final,RL,RW
2022-11-19,American International Yellow Jackets,Air Force Falcons,3,3,4,Final/OT,T,T
2022-11-19,Holy Cross Crusaders,Mercyhurst Lakers,1,4,3,Final,RL,RW
2022-11-19,Post University Eagles,Stonehill Stonehill,2,5,3,Final,RL,RW
2022-11-19,UConn Huskies,UMass Lowell  River Hawks,4,2,3,Final,RW,RL
2022-11-19,Ohio State Buckeyes,Notre Dame Fighting Irish,0,1,3,Final,RL,RW
2022-11-19,Western Michigan Bulldogs,Minnesota Duluth Bulldogs,5,3,3,Final,RW,RL
2022-11-19,Assumption Falcons,Long Island University Long Island University,1,5,3,Final,RL,RW
2022-11-20,Army Black Knights,Bentley Falcons,5,2,3,Final,RW,RL
2022-11-20,Cornell Big Red,Brown Bears,5,1,3,Final,RW,RL
2022-11-20,Quinnipiac Bobcats,Princeton Tigers,4,1,3,Final,RW,RL
2022-11-20,Rensselaer Engineers,Alaska Bulldogs,3,3,5,Final/SO,T,T
2022-11-20,Colgate Raiders,Yale Bulldogs,8,1,3,Final,RW,RL
2022-11-20,Clarkson Golden Knights,Arizona State Sun Devils,5,3,3,Final,RW,RL
2022-11-20,Northeastern Huskies,Boston University Terriers,3,4,4,Final/OT,OL,OW
2022-11-20,Providence Friars,Vermont Catamounts,4,3,4,Final/OT,OW,OL
2022-11-20,Ferris State Bulldogs,Bowling Green Falcons,4,1,3,Final,RW,RL
2022-11-20,Minnesota State Mavericks,Northern Michigan Wildcats,4,1,3,Final,RW,RL
2022-11-20,St. Thomas - Minnesota Tommies,Michigan Tech Huskies,3,4,3,Final,RL,RW
2022-11-20,North Dakota Fighting Hawks,Miami (OH) RedHawks,3,4,3,Final,RL,RW
2022-11-20,Penn State Nittany Lions,Michigan State Spartans,3,7,3,Final,RL,RW
2022-11-20,Colorado College Tigers,St. Cloud State Huskies,0,5,3,Final,RL,RW
2022-11-20,Wisconsin Badgers,Lindenwood Lions,5,1,3,Final,RW,RL
2022-11-21,American International Yellow Jackets,Air Force Falcons,3,1,3,Final,RW,RL
2022-11-22,Merrimack Warriors,Holy Cross Crusaders,5,1,3,Final,RW,RL
2022-11-23,Cornell Big Red,Sacred Heart Pioneers,2,1,3,Final,RW,RL
2022-11-23,Penn State Nittany Lions,Alaska Bulldogs,3,2,3,Final,RW,RL
2022-11-23,Stonehill Stonehill,Westfield State Westfield State,5,5,4,Final/OT,T,T
2022-11-23,Boston University Terriers,Notre Dame Fighting Irish,5,2,3,Final,RW,RL
2022-11-23,Penn State Nittany Lions,Alaska Bulldogs,2,1,3,Final,RW,RL
2022-11-25,Dartmouth Big Green,Quinnipiac Bobcats,2,5,3,Final,RL,RW
2022-11-25,Canisius Golden Griffins,Army Black Knights,2,2,5,Final/SO,T,T
2022-11-25,Brown Bears,Holy Cross Crusaders,3,0,3,Final,RW,RL
2022-11-25,UMass Lowell  River Hawks,Massachusetts Minutemen,1,2,3,Final,RL,RW
2022-11-25,Niagara Purple Eagles,Colgate Raiders,3,2,3,Final,RW,RL
2022-11-25,Sacred Heart Pioneers,Bentley Falcons,1,3,3,Final,RL,RW
2022-11-25,Boston College Eagles,Notre Dame Fighting Irish,2,5,3,Final,RL,RW
2022-11-26,Vermont Catamounts,Rensselaer Engineers,4,3,4,Final/OT,OW,OL
2022-11-26,Providence Friars,St. Lawrence Saints,4,3,3,Final,RW,RL
2022-11-26,Michigan Wolverines,Harvard Crimson,4,4,4,Final/OT,T,T
2022-11-26,Mercyhurst Lakers,Air Force Falcons,5,3,3,Final,RW,RL
2022-11-26,Rochester Tigers,Princeton Tigers,5,3,3,Final,RW,RL
2022-11-26,Miami (OH) RedHawks,Michigan State Spartans,3,5,3,Final,RL,RW
2022-11-26,Michigan Tech Huskies,Minnesota State Mavericks,3,2,3,Final,RW,RL
2022-11-26,Long Island University Long Island University,Ohio State Buckeyes,3,2,3,Final,RW,RL
2022-11-26,St. Thomas - Minnesota Tommies,Lake Superior State Lakers,4,0,3,Final,RW,RL
2022-11-26,Northeastern Huskies,Western Michigan Bulldogs,4,6,3,Final,RL,RW
2022-11-26,Bemidji State Beavers,North Dakota Fighting Hawks,3,3,4,Final/OT,T,T
2022-11-26,Denver Pioneers,Omaha Mavericks,0,3,3,Final,RL,RW
2022-11-26,Arizona State Sun Devils,Minnesota Golden Gophers,2,3,3,Final,RL,RW
2022-11-26,UMass Lowell  River Hawks,Dartmouth Big Green,4,3,4,Final/OT,OW,OL
2022-11-26,Canisius Golden Griffins,Army Black Knights,1,3,3,Final,RL,RW
2022-11-26,Sacred Heart Pioneers,Bentley Falcons,6,3,3,Final,RW,RL
2022-11-26,Maine Black Bears,American International Yellow Jackets,5,1,3,Final,RW,RL
2022-11-26,Quinnipiac Bobcats,Massachusetts Minutemen,2,2,5,Final/SO,T,T
2022-11-26,Niagara Purple Eagles,Colgate Raiders,3,2,4,Final/OT,OW,OL
2022-11-26,Mercyhurst Lakers,Air Force Falcons,4,2,3,Final,RW,RL
2022-11-26,Rochester Tigers,Princeton Tigers,0,5,3,Final,RL,RW
2022-11-26,Miami (OH) RedHawks,Michigan State Spartans,0,4,3,Final,RL,RW
2022-11-26,Michigan Tech Huskies,Minnesota State Mavericks,2,2,4,Final/OT,T,T
2022-11-27,Holy Cross Crusaders,New Hampshire Wildcats,3,2,4,Final/OT,OW,OL
2022-11-27,Providence Friars,Brown Bears,2,3,3,Final,RL,RW
2022-11-27,Michigan Wolverines,Harvard Crimson,4,1,3,Final,RW,RL
2022-11-27,SUNY-Potsdam Falcons,Stonehill Stonehill,3,4,3,Final,RL,RW
2022-11-27,St. Thomas - Minnesota Tommies,Lake Superior State Lakers,2,1,3,Final,RW,RL
2022-11-27,North Dakota Fighting Hawks,Bemidji State Beavers,4,2,3,Final,RW,RL
2022-11-27,Denver Pioneers,Omaha Mavericks,6,3,3,Final,RW,RL
2022-11-27,Long Island University Long Island University,Ohio State Buckeyes,1,4,3,Final,RL,RW
2022-11-27,Cornell Big Red,UConn Huskies,6,0,3,Final,RW,RL
2022-11-27,Arizona State Sun Devils,Minnesota Golden Gophers,6,5,4,Final/OT,OW,OL
2022-11-27,SUNY Canton SUNY Canton,Stonehill Stonehill,5,7,3,Final,RL,RW
2022-11-27,Rensselaer Engineers,Vermont Catamounts,2,1,3,Final,RW,RL
2022-11-30,Brown Bears,Boston College Eagles,2,4,3,Final,RL,RW
2022-11-30,Merrimack Warriors,UConn Huskies,1,3,3,Final,RL,RW
2022-12-02,American International Yellow Jackets,Bentley Falcons,7,2,3,Final,RW,RL
2022-12-02,Michigan State Spartans,Minnesota Golden Gophers,0,5,3,Final,RL,RW
2022-12-03,Army Black Knights,Niagara Purple Eagles,3,0,3,Final,RW,RL
2022-12-03,Colgate Raiders,Dartmouth Big Green,5,1,3,Final,RW,RL
2022-12-03,Cornell Big Red,Harvard Crimson,1,2,4,Final/OT,OL,OW
2022-12-03,Quinnipiac Bobcats,St. Lawrence Saints,2,1,3,Final,RW,RL
2022-12-03,Princeton Tigers,Clarkson Golden Knights,6,2,3,Final,RW,RL
2022-12-03,Penn State Nittany Lions,Ohio State Buckeyes,2,1,3,Final,RW,RL
2022-12-03,Boston College Eagles,Providence Friars,1,1,4,Final/OT,T,T
2022-12-03,New Hampshire Wildcats,Boston University Terriers,3,6,3,Final,RL,RW
2022-12-03,Vermont Catamounts,Maine Black Bears,1,3,3,Final,RL,RW
2022-12-03,Bentley Falcons,American International Yellow Jackets,1,5,3,Final,RL,RW
2022-12-03,Rochester Tigers,Canisius Golden Griffins,1,2,4,Final/OT,OL,OW
2022-12-03,UConn Huskies,Merrimack Warriors,3,7,3,Final,RL,RW
2022-12-03,Lake Superior State Lakers,Bowling Green Falcons,4,7,3,Final,RL,RW
2022-12-03,Northern Michigan Wildcats,Michigan Tech Huskies,4,3,4,Final/OT,OW,OL
2022-12-03,Minnesota Duluth Bulldogs,Colorado College Tigers,0,3,3,Final,RL,RW
2022-12-03,Wisconsin Badgers,Michigan Wolverines,6,3,3,Final,RW,RL
2022-12-03,Minnesota State Mavericks,Ferris State Bulldogs,1,2,3,Final,RL,RW
2022-12-03,Bemidji State Beavers,St. Thomas - Minnesota Tommies,6,4,3,Final,RW,RL
2022-12-03,Omaha Mavericks,Western Michigan Bulldogs,7,6,3,Final,RW,RL
2022-12-03,St. Cloud State Huskies,North Dakota Fighting Hawks,7,2,3,Final,RW,RL
2022-12-03,Denver Pioneers,Arizona State Sun Devils,3,2,3,Final,RW,RL
2022-12-03,Air Force Falcons,Holy Cross Crusaders,1,4,3,Final,RL,RW
2022-12-03,Army Black Knights,Niagara Purple Eagles,2,4,3,Final,RL,RW
2022-12-03,Wisconsin Badgers,Michigan Wolverines,2,4,3,Final,RL,RW
2022-12-03,Vermont Catamounts,Maine Black Bears,1,5,3,Final,RL,RW
2022-12-03,Penn State Nittany Lions,Ohio State Buckeyes,3,4,3,Final,RL,RW
2022-12-03,Michigan State Spartans,Minnesota Golden Gophers,3,6,3,Final,RL,RW
2022-12-03,Boston University Terriers,New Hampshire Wildcats,3,0,3,Final,RW,RL
2022-12-03,Lake Superior State Lakers,Bowling Green Falcons,1,5,3,Final,RL,RW
2022-12-03,Michigan Tech Huskies,Northern Michigan Wildcats,3,1,3,Final,RW,RL
2022-12-04,Union Dutchmen,Northeastern Huskies,3,2,3,Final,RW,RL
2022-12-04,Quinnipiac Bobcats,Clarkson Golden Knights,6,3,3,Final,RW,RL
2022-12-04,Cornell Big Red,Dartmouth Big Green,1,0,3,Final,RW,RL
2022-12-04,Princeton Tigers,St. Lawrence Saints,4,5,3,Final,RL,RW
2022-12-04,Colgate Raiders,Harvard Crimson,6,4,3,Final,RW,RL
2022-12-04,St. Cloud State Huskies,North Dakota Fighting Hawks,6,3,3,Final,RW,RL
2022-12-04,Providence Friars,Boston College Eagles,2,2,4,Final/OT,T,T
2022-12-04,Massachusetts Minutemen,UMass Lowell  River Hawks,1,1,4,Final/OT,T,T
2022-12-04,Air Force Falcons,Holy Cross Crusaders,1,2,3,Final,RL,RW
2022-12-04,Canisius Golden Griffins,Rochester Tigers,4,10,3,Final,RL,RW
2022-12-04,Minnesota State Mavericks,Ferris State Bulldogs,2,3,3,Final,RL,RW
2022-12-04,Bemidji State Beavers,St. Thomas - Minnesota Tommies,2,2,4,Final/OT,T,T
2022-12-04,Long Island University Long Island University,Brown Bears,1,5,3,Final,RL,RW
2022-12-04,Denver Pioneers,Arizona State Sun Devils,5,2,3,Final,RW,RL
2022-12-04,Minnesota Duluth Bulldogs,Colorado College Tigers,4,0,3,Final,RW,RL
2022-12-04,Omaha Mavericks,Western Michigan Bulldogs,3,1,3,Final,RW,RL
2022-12-05,Long Island University Long Island University,Brown Bears,5,4,4,Final/OT,OW,OL
2022-12-07,Sacred Heart Pioneers,Northeastern Huskies,4,2,3,Final,RW,RL
2022-12-07,Stonehill Stonehill,Worcester State Worcester State,5,3,3,Final,RW,RL
2022-12-08,Massachusetts Minutemen,Merrimack Warriors,1,2,3,Final,RL,RW
2022-12-08,American International Yellow Jackets,Niagara Purple Eagles,0,0,4,Final/OT,T,T
2022-12-09,American International Yellow Jackets,Niagara Purple Eagles,4,1,0,Final,OW,OL
2022-12-09,Michigan State Spartans,Michigan Wolverines,2,1,3,Final,RW,RL
2022-12-10,Quinnipiac Bobcats,Rensselaer Engineers,8,3,3,Final,RW,RL
2022-12-10,Clarkson Golden Knights,Brown Bears,2,2,4,Final/OT,T,T
2022-12-10,Princeton Tigers,Union Dutchmen,2,0,3,Final,RW,RL
2022-12-10,St. Lawrence Saints,Yale Bulldogs,2,1,3,Final,RW,RL
2022-12-10,Dartmouth Big Green,UMass Lowell  River Hawks,2,3,3,Final,RL,RW
2022-12-10,Miami (OH) RedHawks,St. Cloud State Huskies,3,7,3,Final,RL,RW
2022-12-10,Notre Dame Fighting Irish,Penn State Nittany Lions,2,5,3,Final,RL,RW
2022-12-10,Boston College Eagles,Boston University Terriers,9,6,3,Final,RW,RL
2022-12-10,New Hampshire Wildcats,Arizona State Sun Devils,1,4,3,Final,RL,RW
2022-12-10,Southern Maine Southern Maine,Stonehill Stonehill,2,2,4,Final/OT,T,T
2022-12-10,Mercyhurst Lakers,Army Black Knights,4,3,3,Final,RW,RL
2022-12-10,Western Michigan Bulldogs,North Dakota Fighting Hawks,2,2,4,Final/OT,T,T
2022-12-10,Bowling Green Falcons,Minnesota State Mavericks,1,2,3,Final,RL,RW
2022-12-10,Ferris State Bulldogs,Northern Michigan Wildcats,5,2,3,Final,RW,RL
2022-12-10,Minnesota Duluth Bulldogs,Denver Pioneers,2,3,4,Final/OT,OL,OW
2022-12-10,Bemidji State Beavers,Lake Superior State Lakers,2,3,4,Final/OT,OL,OW
2022-12-10,Minnesota Golden Gophers,Wisconsin Badgers,7,1,3,Final,RW,RL
2022-12-10,Colorado College Tigers,Omaha Mavericks,6,4,3,Final,RW,RL
2022-12-10,Alaska Bulldogs,Alaska Anchorage Seawolves,5,2,3,Final,RW,RL
2022-12-10,Maine Black Bears,Canisius Golden Griffins,3,0,3,Final,RW,RL
2022-12-10,New Hampshire Wildcats,Arizona State Sun Devils,5,4,4,Final/OT,OW,OL
2022-12-10,Miami (OH) RedHawks,St. Cloud State Huskies,5,0,3,Final,RW,RL
2022-12-10,Western Michigan Bulldogs,North Dakota Fighting Hawks,0,3,3,Final,RL,RW
2022-12-10,Notre Dame Fighting Irish,Penn State Nittany Lions,5,3,3,Final,RW,RL
2022-12-10,Ferris State Bulldogs,Northern Michigan Wildcats,2,5,3,Final,RL,RW
2022-12-10,Michigan Wolverines,Michigan State Spartans,2,1,3,Final,RW,RL
2022-12-11,St. Lawrence Saints,Brown Bears,4,0,3,Final,RW,RL
2022-12-11,Princeton Tigers,Rensselaer Engineers,6,5,3,Final,RW,RL
2022-12-11,Clarkson Golden Knights,Yale Bulldogs,1,1,4,Final/OT,T,T
2022-12-11,Quinnipiac Bobcats,Union Dutchmen,8,1,3,Final,RW,RL
2022-12-11,Minnesota Golden Gophers,Wisconsin Badgers,6,4,3,Final,RW,RL
2022-12-11,Providence Friars,Merrimack Warriors,2,3,3,Final,RL,RW
2022-12-11,Long Island University Long Island University,Franklin Pierce Franklin Pierce,6,1,3,Final,RW,RL
2022-12-11,Mercyhurst Lakers,Army Black Knights,2,3,4,Final/OT,OL,OW
2022-12-11,Bemidji State Beavers,Lake Superior State Lakers,4,1,3,Final,RW,RL
2022-12-11,Bowling Green Falcons,Minnesota State Mavericks,2,6,3,Final,RL,RW
2022-12-11,Colorado College Tigers,Omaha Mavericks,1,0,3,Final,RW,RL
2022-12-11,Minnesota Duluth Bulldogs,Denver Pioneers,3,4,4,Final/OT,OL,OW
2022-12-11,Alaska Bulldogs,Alaska Anchorage Seawolves,7,2,3,Final,RW,RL
2022-12-11,UConn Huskies,Boston University Terriers,2,3,3,Final,RL,RW
2022-12-11,Vermont Catamounts,Dartmouth Big Green,5,1,3,Final,RW,RL
2022-12-12,Long Island University Long Island University,Franklin Pierce Franklin Pierce,9,2,3,Final,RW,RL
2022-12-16,Minnesota State Mavericks,Bemidji State Beavers,3,4,4,Final/OT,OL,OW
2022-12-17,Bowling Green Falcons,Ohio State Buckeyes,2,5,3,Final,RL,RW
2022-12-17,Lake Superior State Lakers,Michigan Tech Huskies,3,0,3,Final,RW,RL
2022-12-17,Minnesota State Mavericks,Bemidji State Beavers,1,4,3,Final,RL,RW
2022-12-17,St. Thomas - Minnesota Tommies,Ferris State Bulldogs,7,4,3,Final,RW,RL
2022-12-17,Denver Pioneers,Lindenwood Lions,5,0,3,Final,RW,RL
2022-12-17,Alaska Anchorage Seawolves,Alaska Bulldogs,0,4,3,Final,RL,RW
2022-12-17,Lake Superior State Lakers,Michigan Tech Huskies,1,5,3,Final,RL,RW
2022-12-18,Ohio State Buckeyes,Bowling Green Falcons,9,4,3,Final,RW,RL
2022-12-18,St. Thomas - Minnesota Tommies,Ferris State Bulldogs,2,4,3,Final,RL,RW
2022-12-18,Denver Pioneers,Lindenwood Lions,5,4,3,Final,RW,RL
2022-12-18,Alaska Anchorage Seawolves,Alaska Bulldogs,0,1,3,Final,RL,RW
2022-12-19,Long Island University Long Island University,Northeastern Huskies,3,4,4,Final/OT,OL,OW
2022-12-27,Michigan Tech Huskies,Western Michigan Bulldogs,1,8,3,Final,RL,RW
2022-12-28,Ferris State Bulldogs,Michigan State Spartans,4,2,3,Final,RW,RL
2022-12-28,Michigan Tech Huskies,Michigan State Spartans,3,2,4,Final/OT,OW,OL
2022-12-28,Massachusetts Minutemen,Clarkson Golden Knights,3,6,3,Final,RL,RW
2022-12-29,Ferris State Bulldogs,Western Michigan Bulldogs,2,8,3,Final,RL,RW
2022-12-29,Wisconsin Badgers,Lake Superior State Lakers,4,0,3,Final,RW,RL
2022-12-29,Lake Superior State Lakers,Massachusetts Minutemen,1,4,3,Final,RL,RW
2022-12-30,Cornell Big Red,American International Yellow Jackets,8,4,3,Final,RW,RL
2022-12-30,Sacred Heart Pioneers,Mercyhurst Lakers,4,3,4,Final/OT,OW,OL
2022-12-30,Long Island University Long Island University,UConn Huskies,1,2,4,Final/OT,OL,OW
2022-12-30,Bowling Green Falcons,Rensselaer Engineers,3,1,3,Final,RW,RL
2022-12-30,Clarkson Golden Knights,Wisconsin Badgers,3,1,3,Final,RW,RL
2022-12-30,Sacred Heart Pioneers,Mercyhurst Lakers,4,1,3,Final,RW,RL
2022-12-30,Union Dutchmen,New Hampshire Wildcats,4,3,3,Final,RW,RL
2022-12-30,Yale Bulldogs,Providence Friars,0,3,3,Final,RL,RW
2022-12-30,Rochester Tigers,Penn State Nittany Lions,1,6,3,Final,RL,RW
2022-12-30,UMass Lowell  River Hawks,Alaska Anchorage Seawolves,2,4,3,Final,RL,RW
2022-12-31,Holy Cross Crusaders,Quinnipiac Bobcats,1,4,3,Final,RL,RW
2022-12-31,Cornell Big Red,American International Yellow Jackets,3,3,4,Final/OT,T,T
2022-12-31,Colgate Raiders,Maine Black Bears,5,2,3,Final,RW,RL
2022-12-31,Boston University Terriers,Harvard Crimson,2,1,4,Final/OT,OW,OL
2022-12-31,Vermont Catamounts,Lindenwood Lions,4,2,3,Final,RW,RL
2022-12-31,Miami (OH) RedHawks,Niagara Purple Eagles,5,3,3,Final,RW,RL
2022-12-31,Bentley Falcons,Northeastern Huskies,3,1,3,Final,RW,RL
